text_original,text_cleaned,text_final,text_no_stopwords,target_language,language_original,rating_normalized
"Die Praxis ist schön, keine Frage. Aber das ist auch das einzige. Inkompetente Helferinnen am Tresen, die, obwohl sie sich z.B. im Falle der Arzthelferin, die sich als ""Erstkraft"" betitelt, des Öfteren Termine einfach nicht in den elektronischen Kalender eingeben. Mehr Schein als Sein. Geld verdienen ja, das ist das oberste Motto, aber kundenorientiert arbeiten, nein, das geht zu weit. Möchte man sich beschweren, dann nur über E-Mail. Persönlicher Kontakt ist dann nicht mehr möglich. Traurig.. ein wirkliches Armutszeugnis. Ich bereue die Behandlung dort zutiefst.","Die Praxis ist schön, keine Frage. Aber das ist auch das einzige. Inkompetente Helferinnen am Tresen, die, obwohl sie sich z.B. im Falle der Arzthelferin, die sich als Erstkraft betitelt, des Öfteren Termine einfach nicht in den elektronischen Kalender eingeben. Mehr Schein als Sein. Geld verdienen ja, das ist das oberste Motto, aber kundenorientiert arbeiten, nein, das geht zu weit. Möchte man sich beschweren, dann nur über E-Mail. Persönlicher Kontakt ist dann nicht mehr möglich. Traurig.. ein wirkliches Armutszeugnis. Ich bereue die Behandlung dort zutiefst.","Die Praxis ist schön, keine Frage. Aber das ist auch das einzige. Inkompetente Helferinnen am Tresen, die, obwohl sie sich z.B. im Falle der Arzthelferin, die sich als Erstkraft betitelt, des Öfteren Termine einfach nicht in den elektronischen Kalender eingeben. Mehr Schein als Sein. Geld verdienen ja, das ist das oberste Motto, aber kundenorientiert arbeiten, nein, das geht zu weit. Möchte man sich beschweren, dann nur über E-Mail. Persönlicher Kontakt ist dann nicht mehr möglich. Traurig.. ein wirkliches Armutszeugnis. Ich bereue die Behandlung dort zutiefst.",schön frage einzige inkompetente helferinnen tresen obwohl z.b falle arzthelferin erstkraft betitelt öfteren termine einfach elektronischen kalender eingeben mehr schein geld verdienen oberste motto kundenorientiert arbeiten nein geht weit möchte beschweren e-mail persönlicher kontakt mehr möglich traurig wirkliches armutszeugnis bereue behandlung zutiefst,de,de,4.166666666666667
"Frau Dr. Guse und ihr Team sind hervorragend, Frau dr.ist sehr sensibel gegenüber ihren Patienten und sehr kompetent","Frau Dr. Guse und ihr Team sind hervorragend, Frau dr.ist sehr sensibel gegenüber ihren Patienten und sehr kompetent","Frau Dr. Guse und ihr Team sind hervorragend, Frau dr.ist sehr sensibel gegenüber ihren Patienten und sehr kompetent",dr. guse team hervorragend dr.ist sensibel gegenüber patienten kompetent,de,de,0.8333333333333333
"Meine Frau und ich befinden uns seit Jahren in der Behandlung von Dr. Buchen. Wir sind sehr zufrieden und fühlen uns sehr gut aufgehoben in dieser Praxis. Dr. Buchen nimmt sich immer genug Zeit und sucht nach alternativen Behandlungsmethoden wenn er selber nicht mehr weiter weiß. Wenn Tabletten und Spritzen nicht mehr helfen, verschreibt Dr. Buchen Massagen und Pysiotherapie die uns sehr geholfen haben. Wir wünschen dem ganzen Praxis Team weiterhin alles Gute und viel Geduld und Gelassenheit mit ungeduldigen Patienten.","Meine Frau und ich befinden uns seit Jahren in der Behandlung von Dr. Buchen. Wir sind sehr zufrieden und fühlen uns sehr gut aufgehoben in dieser Praxis. Dr. Buchen nimmt sich immer genug Zeit und sucht nach alternativen Behandlungsmethoden wenn er selber nicht mehr weiter weiß. Wenn Tabletten und Spritzen nicht mehr helfen, verschreibt Dr. Buchen Massagen und Pysiotherapie die uns sehr geholfen haben. Wir wünschen dem ganzen Praxis Team weiterhin alles Gute und viel Geduld und Gelassenheit mit ungeduldigen Patienten.","Meine Frau und ich befinden uns seit Jahren in der Behandlung von Dr. Buchen. Wir sind sehr zufrieden und fühlen uns sehr gut aufgehoben in dieser Praxis. Dr. Buchen nimmt sich immer genug Zeit und sucht nach alternativen Behandlungsmethoden wenn er selber nicht mehr weiter weiß. Wenn Tabletten und Spritzen nicht mehr helfen, verschreibt Dr. Buchen Massagen und Pysiotherapie die uns sehr geholfen haben. Wir wünschen dem ganzen Praxis Team weiterhin alles Gute und viel Geduld und Gelassenheit mit ungeduldigen Patienten.",befinden seit jahren behandlung dr. buchen zufrieden fühlen gut aufgehoben dr. buchen nimmt immer genug zeit sucht alternativen behandlungsmethoden selber mehr weiß tabletten spritzen mehr helfen verschreibt dr. buchen massagen pysiotherapie geholfen wünschen ganzen team weiterhin gute geduld gelassenheit ungeduldigen patienten,de,de,0.8333333333333333
"Ich hatte 2 Termine. Erster Termin Anamnese und kostenplichtige Blutanalyse(€ 162.-), sowie Ultraschalluntersuchung. 4 Tage später Befund und konkrete Gegenmaßnahmen. Beratung war<br />
schnörkellos und direkt. Dr.Bartovsky macht nicht Geschäfte um jeden Preis. Ich habe in  kurzer<br />
Zeit so etwas wie ein Vertrauensverhältnis aufbauen können. Empfehlenswert !","Ich hatte 2 Termine. Erster Termin Anamnese und kostenplichtige Blutanalyse 162.-, sowie Ultraschalluntersuchung. 4 Tage später Befund und konkrete Gegenmaßnahmen. Beratung warbr  schnörkellos und direkt. Dr.Bartovsky macht nicht Geschäfte um jeden Preis. Ich habe in kurzerbr  Zeit so etwas wie ein Vertrauensverhältnis aufbauen können. Empfehlenswert !","Ich hatte 2 Termine. Erster Termin Anamnese und kostenplichtige Blutanalyse 162.-, sowie Ultraschalluntersuchung. 4 Tage später Befund und konkrete Gegenmaßnahmen. Beratung warbr  schnörkellos und direkt. Dr.Bartovsky macht nicht Geschäfte um jeden Preis. Ich habe in kurzerbr  Zeit so etwas wie ein Vertrauensverhältnis aufbauen können. Empfehlenswert !",termine erster anamnese kostenplichtige blutanalyse 162.- sowie ultraschalluntersuchung tage später befund konkrete gegenmaßnahmen beratung warbr schnörkellos direkt dr.bartovsky macht geschäfte preis kurzerbr zeit vertrauensverhältnis aufbauen empfehlenswert,de,de,0.8333333333333333
"Nach sehr kurzer Wartezeit wurde mein Problem sehr gut untersucht, ich bin begeistert von den vorhandenen Untersuchungsmethoden. Mein Problem besteht seit ca. 10 Jahren und zum ersten Mal konnte mir ein Arzt wirklich Auskunft geben. <br />
Der Patient wird durch den Analyseprozess mitgenommen und nicht einfach vor vollendete Diagnosen gestellt.","Nach sehr kurzer Wartezeit wurde mein Problem sehr gut untersucht, ich bin begeistert von den vorhandenen Untersuchungsmethoden. Mein Problem besteht seit ca. 10 Jahren und zum ersten Mal konnte mir ein Arzt wirklich Auskunft geben. br  Der Patient wird durch den Analyseprozess mitgenommen und nicht einfach vor vollendete Diagnosen gestellt.","Nach sehr kurzer Wartezeit wurde mein Problem sehr gut untersucht, ich bin begeistert von den vorhandenen Untersuchungsmethoden. Mein Problem besteht seit ca. 10 Jahren und zum ersten Mal konnte mir ein Arzt wirklich Auskunft geben. br  Der Patient wird durch den Analyseprozess mitgenommen und nicht einfach vor vollendete Diagnosen gestellt.",kurzer wartezeit wurde problem gut untersucht begeistert vorhandenen untersuchungsmethoden problem besteht seit jahren ersten mal konnte wirklich auskunft geben analyseprozess mitgenommen einfach vollendete diagnosen gestellt,de,de,0.8333333333333333
"ich habe ewig nach einer guten Frauenärtzin gesucht und endlich gefunden. Man kann sie nur weiterempfehlen. Hat sich für meine Belange Zeit genommen und mir auf meine Fragen ausführlich Anwort gegeben.<br />
<br />
Mein Name ist Barbara, bin 55 Jahre.","ich habe ewig nach einer guten Frauenärtzin gesucht und endlich gefunden. Man kann sie nur weiterempfehlen. Hat sich für meine Belange Zeit genommen und mir auf meine Fragen ausführlich Anwort gegeben.br  br  Mein Name ist Barbara, bin 55 Jahre.","ich habe ewig nach einer guten Frauenärtzin gesucht und endlich gefunden. Man kann sie nur weiterempfehlen. Hat sich für meine Belange Zeit genommen und mir auf meine Fragen ausführlich Anwort gegeben.br  br  Mein Name ist Barbara, bin 55 Jahre.",ewig guten frauenärtzin gesucht endlich gefunden weiterempfehlen belange zeit genommen fragen ausführlich anwort gegeben.br name barbara jahre,de,de,0.8333333333333333
Ausgesprochen kompetent. Bei solch einem Arzt ist jede Krankheit nur halb so schlimm.,Ausgesprochen kompetent. Bei solch einem Arzt ist jede Krankheit nur halb so schlimm.,Ausgesprochen kompetent. Bei solch einem Arzt ist jede Krankheit nur halb so schlimm.,ausgesprochen kompetent solch krankheit halb schlimm,de,de,0.8333333333333333
"Sehr privates und freundliches Umfeld der kleinen Praxis mit ständiger Kontaktmöglichkeit <br />
zu Dr. Dr. Michel. Sehr ausführliche Beratung und Aufklärung auch im Verlauf der Behandlung.<br />
Umsichtiges und vorsichtiges Vorgehen bei allen Behandlungsschritten führte bei mir zu <br />
maximalen Erfolg. Alle möglichen Kassenleistungen wurden eingestzt mit Optionen zu <br />
privaten Zusatzleistungen für mehr Nachhaltigkeit.",Sehr privates und freundliches Umfeld der kleinen Praxis mit ständiger Kontaktmöglichkeit br  zu Dr. Dr. Michel. Sehr ausführliche Beratung und Aufklärung auch im Verlauf der Behandlung.br  Umsichtiges und vorsichtiges Vorgehen bei allen Behandlungsschritten führte bei mir zu br  maximalen Erfolg. Alle möglichen Kassenleistungen wurden eingestzt mit Optionen zu br  privaten Zusatzleistungen für mehr Nachhaltigkeit.,Sehr privates und freundliches Umfeld der kleinen Praxis mit ständiger Kontaktmöglichkeit br  zu Dr. Dr. Michel. Sehr ausführliche Beratung und Aufklärung auch im Verlauf der Behandlung.br  Umsichtiges und vorsichtiges Vorgehen bei allen Behandlungsschritten führte bei mir zu br  maximalen Erfolg. Alle möglichen Kassenleistungen wurden eingestzt mit Optionen zu br  privaten Zusatzleistungen für mehr Nachhaltigkeit.,privates freundliches umfeld kleinen ständiger kontaktmöglichkeit dr. dr. michel ausführliche beratung aufklärung verlauf behandlung.br umsichtiges vorsichtiges vorgehen behandlungsschritten führte maximalen erfolg möglichen kassenleistungen wurden eingestzt optionen privaten zusatzleistungen mehr nachhaltigkeit,de,de,0.8333333333333333
"Es war die einzige Praxis die sich meinem etwas komplexeren Fall angenommen hat, wodurch ich keine Op gebraucht habe.","Es war die einzige Praxis die sich meinem etwas komplexeren Fall angenommen hat, wodurch ich keine Op gebraucht habe.","Es war die einzige Praxis die sich meinem etwas komplexeren Fall angenommen hat, wodurch ich keine Op gebraucht habe.",einzige komplexeren fall angenommen wodurch gebraucht,de,de,0.8333333333333333
Sehr freundlich am Empfang begrüßt worden.kurze Wartezeit obwohl kein Termin. Gründliche Behandlung. Richtige Diagnose erkannt. Sehr gut.,Sehr freundlich am Empfang begrüßt worden.kurze Wartezeit obwohl kein Termin. Gründliche Behandlung. Richtige Diagnose erkannt. Sehr gut.,Sehr freundlich am Empfang begrüßt worden.kurze Wartezeit obwohl kein Termin. Gründliche Behandlung. Richtige Diagnose erkannt. Sehr gut.,freundlich empfang begrüßt worden.kurze wartezeit obwohl gründliche behandlung richtige diagnose erkannt gut,de,de,1.6666666666666665
